"","Provincia","Estadillo","Cla","Subclase","Tipo","Vuelo1","Pasada1","Foto1","Vuelo2","Pasada2","Foto2","Ano","Nivel1","Nivel2","Nivel3","FccTot","FccArb","DisEsp","ComEsp","Rocosidad","Textura","MatOrg","PhSuelo","TipSuelo1","TipSuelo2","TipSuelo3","MErosiva","ModComb","EspCMue","PresReg","EfecReg","CortaReg","MejVue1","MejVue2","MejSue1","MejSue2","Orienta1","Orienta2","MaxPend1","MaxPend2","Localiza","Acceso","Levanta","Obser","FechaIni","HoraIni","FechaFin","HoraFin","Origen","PlotID0","PlotID"
"41918",42,437,"A","1",0,"1985","M","0012","2000","","4-4",2019,1,1,1,95,70,1,2,1,2,2,4,1,2,1,1,7,3,NA,NA,1,0,0,0,0,245,NA,3,NA,3,1,1,"[Identificación] PARCELA LOCALIZADA POR FOTOGRAFIA AEREA Y PIES MAYORES IFN3.
[ClaEsp] COMPROBADO ORIGEN DE LA MASA.
[Pies Mayores]PIE 18 FORMA COMPROBADA. 
026 A 55 GR Y 19 MT NO POR DM 407-418.
026 A 7 GR Y 22 MT NO POR DM 415-417.
021 A 269 GR Y 15.20 MT, LATERAL CINTA, NO POR DIST. PENDIENTE 2.25 Y DM 253-234.
026 A 337 GR Y 15.18 MT, LATERAL CINTA, NO POR DIST PENDIENTE 0.25 Y DM 321-343.",2019-07-23,2000-01-01,2019-07-23,2000-01-01,42,"42.437","42.437.A.1"
"41925",42,448,"A","1",0,"1985","M","0008","2000","","4-3",2019,1,1,1,90,70,1,1,1,2,2,4,1,2,1,1,8,2,NA,NA,0,0,0,0,0,300,NA,1.25,NA,1,2,1,"[Identificación] PARCELA LOCALIZADA POR EL AUXILIAR MIGUEL JULIO VOCES, POR MEDIO DE FOTOGRAFIA AEREA, CROQUIS IFN3 Y PIES MAYORES
[Regeneración] NO HAY REGENERACION, FUERA DE 5M HAY REGENERACION DE Q. ILEX, P.PINASTER Y P.SYLVESTRIS
[Matorral] FUERA HAY CISTUS LAURIFOLIUS, RUBUS SP Y LAVANDULA STOECHAS
[Especies Presentes] FUERA HAY JUNIPERUS COMMUNIS
[Riesgos] MODELO DE COMBUSTIBLE MIXTO 08/02
[Pies Mayores] A 5G Y 22M 021 NO ENTRA POR DM 404 415 PIE 1 BIFURCADO A 7.2M. AFECTADO POR PERFORADORES 
PIES 3, 4, 5, 7 Y 31 ALTURAS COMPROBADAS
PIE 4 AFECTADO POR DOMINANCIA
PIES 5 Y 9 DISTANCISA COMPROBADAS.
PIE 31 DM COMPROBADO Y MEDIDO A 1.8M POR ESTAR SOLDADO A LA ALTURA DE LA BIFURCACION. SON CUATRO LOS PIES BIF. POR DEBAJO Y QUE ESTAN MUY JUSTOS. EL RESTO DE PIES TIENEN UN DIAMETRO INFERIOR A 425 M.
A 207G Y 9.8M 021 NO ENTRA POR DM 120 128
A 132G Y 15M 021 NO ENTRA POR DISTANCIA NI DM 207 198
PIE 25 PERIMETRO 211CM
A 272G Y 20.7M 021 NO ENTRA POR DM 407 398
A 291G Y 17.8M 021 NO ENTRA POR DM 406 419

SE CAMBIA EL PIE PROPUESTO PARA BARRENAR DE SILVESTRE POR ESTAR BIF. POR DEBAJO.

PARCELA LEVANTADA POR EL AUXILIAR MIGUEL JULIO VOCES.",2019-08-20,2000-01-01,2019-08-20,2000-01-01,42,"42.448","42.448.A.1"
"41926",42,450,"A","1",0,"1985","M","0009","2000","","4-3",2019,1,1,1,85,70,1,2,1,2,2,4,1,2,1,1,7,2,NA,NA,1,0,0,0,0,390,NA,1.75,NA,1,2,1,"[Identificación] PARCELA LOCALIZADA Y LEVANTADA POR EL AUXILIAR MIGUEL JULIO VOCES, POR MEDIO DE FOTOGRAFIA EREA Y PIES MAYORES IFN3.
[ClaEsp] NO DOY OCUPACION A LAS DEMAS ESPECIES PORQUE SON MUY ESCASAS.
[Especies Presentes] NO HAY ENEBRO.
[Pies Mayores]PIE 5 DISTANCIA LATERAL CINTA 24.77 MT.
PIE 17 MEDIDO A 0.9 PORQUE LA CORTEZA ESTA RASURADA A LA ALTURA NORMAL Y LE HAN INSCRITO EN PITURA DE COLOR BLANCO LOS NUMEROS 62(MIRANDO HACIA EL REJON) Y 65 EN LA PARTE POSTERIOR.

021 A 7 GR Y 15.3 MT NO POR DIST. DM 317-322.
026 A 84 GR Y 20.8 MT NO POR DM 432-403.
026 A 150 GR Y 18.1 MT NO POR DM 430-410.
026 A 386 GR Y 19.6 MT NO POR DM 397-396.
",2019-07-31,2000-01-01,2019-07-31,2000-01-01,42,"42.450","42.450.A.1"
"41932",42,459,"A","1",0,"1985","M","0012","2000","","4-4",2019,1,1,1,95,70,1,1,1,2,2,4,1,2,1,1,11,2,NA,NA,1,0,0,0,0,285,NA,2.25,NA,1,1,1,"[Identificación] PARCELA LOCALIZADA POR FOTOGRAFIA AEREA Y PIES MAYORES IFN3.
PARCELA SITUADA EN UN BOSQUE DE PINO SILVESTRE CON PINASTER Y REBOLLO EN MENOR PROPORCION 
NO CONSIDERO AL SILVESTE BOSQUE DE PLANTACIONES PORQUE YA ESTA LA MASA MUY MEZCLADA CON PIES PROCEDENTES DE PLANTACION Y OTROS DE SEMILLA, ADEMAS YA NO SE APRECIAN CALLESY OTROS ELEMENTOS TIPICOS DE LAS PLANTACIONES.
[ClaEsp] NO DOY OCUPACION AL PINASTER.
[Pies Mayores] PIE 4 ALTURA COMPROBADA. AFECTADO POR DOMINANCIA.
PIE 18 DIAMETROS Y LTURA COMPROBADOS.
021 A 71 GR Y 15.4 MT NO POR DM 422-411.
021 A 104 GR Y 18.8 MT NO POR DM 419-416.
021 A 199 GR Y 17 MT NO POR DM 441-403
021 A 265 GR Y 12 MT NO POR DM 202-197.
021 A 292 GR Y 9.98 MT ESTA JUSTO POR DIST. Y NO POR DM 113-128.
021 A 304 GR Y 7.5 MT NO POR DM 112-118.
021 A 314 GR Y 10.12 MT, LATERAL CINTA, NO POR DIST. PENDIENTE 2.00 Y DM 202-201.",2019-06-04,2000-01-01,2019-06-04,2000-01-01,42,"42.459","42.459.A.1"
"41933",42,460,"A","1",0,"1985","M","0012","2000","","4-4",2019,1,1,1,95,80,1,2,1,1,2,4,1,2,1,1,5,2,NA,NA,1,0,0,0,0,53,NA,1.25,NA,2,2,1,"[Identificación] PARCELA LOCALIZADA POR FOTOGRAFIA AEREA Y PIES MAYORES IFN3.
[Localización] RUMBOS DE FOTO COMPROBADOS.
[Pies Mayores] PIES 7, 8, 9, 13, 17, 18, 19, 27, 28, 29, 30, 34, 35, 38 ALTURAS COMPROBADAS.
PIES 8, 4, 19, 20, 23, 29, 33 DIAMETROS COMPROBADOS (PERDIDA DE CORTEZA).
PIE 20 IFN3 (999 IFN4) DIST. LATERAL CIONTA 15.06 MT PENDIENTE 0.25
PIE 36 IFN3 (999 IFN4 DIAMETROS COMPROBADOS. PRESENTA PERDIDA DE CORTEZA.
PIE 35 PAE COMPROBADO. NO BIF. POR DEBAJO POR LEHAN CORTADO LA BIFURCACION Y SOLO QUEDA UN PIE.

021 A 155 GR Y 21.5 MT NO POR DM 395-409.
021 A 366 GR Y 15.3 MT NO POR DIST. DM 284-277.
",2019-06-19,2000-01-01,2019-06-19,2000-01-01,42,"42.460","42.460.A.1"
"42055",42,632,"A","1",0,"2000","","1-4","1985","K","0005",2019,1,1,1,85,80,1,1,4,3,2,4,1,2,1,1,8,4,NA,NA,1,0,0,0,0,304,78,18.5,3.75,1,2,3,"[Pies Mayores]N11 Y N12 PAES COMP.N13 Y N14 PAES COMP.DEL ARBOL N19 SALE UNA RAMA CONSIDERADA COMO TAL.N25 MEDIDO A 1.1MT.PINO A 398G NO ENTRA POR DIST.",2019-07-15,2000-01-01,2019-07-15,2000-01-01,42,"42.632","42.632.A.1"
"42065",42,650,"A","1",0,"1985","L","0006","2000","","3-2",2019,1,1,1,95,85,1,2,2,3,1,4,1,2,1,1,8,2,NA,NA,0,0,NA,0,NA,225,NA,4.75,NA,1,2,2,"PARCELA LOCALIZADA POR ORTOFOTO-CROQUIS Y PIES IFN 3.
[Regeneración]PONGO REGENERACION DE LOS DOS PINOS YA QUE SON MUY PEQUENOS Y NO SE DISTINGUEN.
[Matorral]NO SE OBSERVA TOMILLO.
[Pies Mayores]PIE 7 PAE COMPROBADO.
PIE 9 FORMA COMPROBADA.
A 158 G Y 18.1 M UN 021 NO POR DIAMETRO 413-421.
A 198 G Y 15.8 M UN 021 NO POR DIAMETRO 413-435.
PIE 999-999 NO ENTRA POR DISTANCIA 25.15 M AL LATERAL.
PIE 35 DIAMETRO Y ALTURA COMPROBADA.
PIE 39 DIAMETRO COMPROBADO.",2019-05-30,2000-01-01,2019-05-30,2000-01-01,42,"42.650","42.650.A.1"
"42107",42,725,"A","1",0,"1985","M","0003","2019","","",2019,1,1,2,95,75,1,2,2,1,2,4,1,2,1,1,7,3,NA,NA,1,0,0,0,0,233,NA,1.5,NA,2,2,1,"[Identificación] PARCELA LOCALIZADA POR CROQUIS IFN3 Y PIES MAYORES.
PARCELA SITUADA EN UN PINAR MEZCLADO DE SILVESTRE Y PINASTER.
SE APRECIAN CABALLONES.
HAY CORTAS RECIENTES DESAPARECIENDO ALGUNOS PIES DE IFN3.
[Suelo] COMPROBADA MATERIA ORGANICA.
[Riesgos] MODELO CUMBUSTIBLE 07 TENIENDO EN CUENTA EL MATORRAL Y EL ROBLE.
[Pies Mayores]
PIE 7 DIST. LATERAL CINTA 14.98 MT.
PIE 24 NO BIF. POR DEBAJO.
021 A 243 GR Y 11.3 MT NO POR DM 213-213.
026 A 321 GR Y 15.8 MT NO POR DM 410-365.
021 A 350 GR Y 10.5 MT NO POR DM 203-210.
026 A 362 GR Y 24.2 MT NO POR DM 419-420.
021 A 364 GR Y 10.11 MT, LATERAL CINTAE, NO POR DIST. PENDIENTE 1.00
NO BARRENO POR NO DISPONER DE BARRENA.",2019-04-25,2000-01-01,2019-04-25,2000-01-01,42,"42.725","42.725.A.1"
"42169",42,841,"A","1",0,"2000","","2-2","1982","01","4874",2019,1,1,1,90,85,1,2,1,3,2,4,1,2,1,1,5,3,NA,NA,0,0,0,0,0,98,NA,4.5,NA,1,2,2,"[Pies Mayores]10% RESTANTE AL PINO LARICION15 ALTURA COMP.
[Localización]RUMBOS DE FOTOS COMP.N25 PAE COMP.PINASTER A 271G NO ENTRA POR DM.(COMP)N32 ALTURA COMP",2019-03-14,2000-01-01,2019-03-14,2000-01-01,42,"42.841","42.841.A.1"
"42189",42,875,"A","1",0,"2000","","2-1","1984","J","0009",2019,1,1,1,100,70,1,2,2,1,2,4,1,2,1,1,7,4,NA,NA,0,0,0,0,0,178,NA,7.5,NA,1,2,2,"[Regeneración]
[Selvicultura]CORTAS ANTIGUAS.SUELO ATERRAZADO PERDIENDO FORMA YA LAS TERRAZAS0",2019-04-26,2000-01-01,2019-04-26,2000-01-01,42,"42.875","42.875.A.1"
"42195",42,883,"A","1",0,"1985","J","0013","2000","","2-2",2019,1,1,1,95,70,1,1,1,2,2,4,1,2,1,1,5,3,NA,NA,1,0,0,0,0,15,NA,2.75,NA,2,2,1,"[Identificación] PARCELA LOCALIZADA POR EL AUXILIAR MIGUEL JULIO VOCES POR MEDIO DE GPS, CROQUIS IFN3 Y PIES MAYORES.
[Pies Mayores] PIES 1, 2, 4 ALTURAS COMPROBADAS.
PIE 4 TIENE MUERGADO.
PIE 13 MEDIDO A 0.9 MT PARA EVITAR ENGROSEMIENTO PROCEDENTE DE LA BIFURACION.
PIE 20 TIENE UNA ESCOBA DE BRUJA.
PIE 22 BIFURCADO A 10.9 MT DE ALTURA.
021 A 25 GR Y 18.8 MT NO POR DM 379-412.
021 A 50 GR Y 21.9 MT NO POR DM 409-404.
021 A 235 GR Y 18 MT NO POR DM 415-415.
021 A 251 Y 253 GR CON DISTANCIAS 18.5 Y 18.6 MT ESTAN BIF. POR DEBAJO DE 1.30 MT Y NO ENTRAN POR DIAMETRO. SE MIDEN A 1.40 MT PORQUE A 1.30 MT ESTAN ALGO UNIODOS Y NO SE PUEDEN MEDIR CORRECTAMENTE.
021 A 287 GR Y 15.6 MT NO POR DM 405-384.
021 A 315 GR Y 23 MT NO POR DM 406-402.
026 A 387 GR Y 24.5 MT NO POR DM 389-394.",2019-08-05,2000-01-01,2019-08-05,2000-01-01,42,"42.883","42.883.A.1"
"42203",42,897,"A","1",0,"1984","J","0009","2000","","2-1",2019,1,1,1,100,95,1,1,2,2,2,4,1,2,1,1,8,4,NA,NA,1,0,0,0,0,40,NA,4.5,NA,1,2,2,"[Pies Mayores]021 A 174G NO ENTRA POR DIST.(COMP)",2019-05-10,2000-01-01,2019-05-10,2000-01-01,42,"42.897","42.897.A.1"
"42207",42,903,"A","1",0,"2000","","2-1","1984","J","0012",2019,1,1,2,100,45,1,1,1,1,1,4,1,2,1,1,7,6,NA,NA,1,4,0,0,0,60,NA,1,NA,1,2,1,"[Regeneración]NO HAY REGENERACION.
[Coor. gps]DENDROMETRIA HECHA POR EL AUXILIAR",2019-04-09,2000-01-01,2019-04-09,2000-01-01,42,"42.903","42.903.A.1"
"42208",42,904,"A","1",0,"1985","J","0013","2000","","2-2",2019,1,1,1,95,75,1,1,1,1,2,4,1,2,1,1,7,3,NA,NA,1,0,0,0,0,377,NA,3,NA,3,2,2,"[Identificación] PARCELA LOCALIZADA POR FOTOGRAFIA AEREA Y PIES MAYORES IFN3.
[Pies Mayores] PIES 8, ALTURAS COMPROBADAS.
PIE 23 BIFURCADO A 14.6 MT DE ALTURA.
PIE 26 BIFURCADO A 8.9 MT DE ALTURA.

026 A 17 GR Y 16.3 MT NO POR DM 405-399.
026 A 60 GR Y 24.6 MT NO POR DM 386-389.
026 A 79 GR Y 19.3 MT NO POR DM 419-400.
026 A 159 GRY 19.1 MT NO POR DM 413-409.
026 A 172 GR Y 22.8 MT NO POR DM 428-405.
026 A 213 GR Y 18.9 MT NO POR DM 429-412.
026 A 222 GR Y 23.9 MT NO POR DM 399-402.
026 A 236 GR Y 23.4 MT NO POR DM 393-421.
026 A 275 GR Y 19.6 MT NO POR DM 389-394.
",2019-06-20,2000-01-01,2019-06-20,2000-01-01,42,"42.904","42.904.A.1"
"42215",42,915,"A","1",0,"1984","J","0007","2000","","1-2",2019,1,1,1,95,75,1,2,1,2,2,4,1,2,1,1,8,4,NA,NA,0,0,0,0,0,183,NA,5,NA,1,1,1,"[ClaEsp. Resto de especies=10%]
[Regeneración]",2019-03-27,2000-01-01,2019-03-27,2000-01-01,42,"42.915","42.915.A.1"
"42217",42,918,"A","1",0,"1984","J","0009","2000","","2-1",2019,1,1,1,100,80,1,1,1,2,1,4,1,2,1,1,5,6,NA,NA,1,0,0,0,0,285,NA,4.25,NA,1,1,1,"[Pies Mayores]N4 INFO3 (PERDIDA DE CORTEZA POR RESINACION.N5 ALTURA COMP.E INCLINADO 21G.N6 INCLINADO 16G.N9 INCLINADO 17G.N16 INFO3 PERDIDA DE CORTEZA POR RESINACION.N18 ALTURA COMP.N20 INCLINADO 22G.N23 PAE COMP.N34 DMS COMP.
LOS DM. ESTAN TODOS COMPROBADOS (PERDIDA DE CORTEZA POR LA RESINACION).",2019-04-29,2000-01-01,2019-04-29,2000-01-01,42,"42.918","42.918.A.1"
"42225",42,935,"A","1",0,"2000","","1-2","1984","J","0008",2019,1,1,1,90,75,1,2,1,2,2,4,1,2,1,1,8,3,NA,NA,1,0,0,0,0,222,NA,1.75,NA,1,1,1,"[Pies Mayores]DENDROMETRIA HECHA POR EL AUXILIAR ",2019-04-25,2000-01-01,2019-04-25,2000-01-01,42,"42.935","42.935.A.1"
"42240",42,957,"A","1",0,"2000","","2-1","1984","J","0010",2019,1,1,1,100,90,1,2,1,3,2,4,1,2,1,1,5,3,NA,NA,0,0,0,0,0,220,NA,5.75,NA,1,1,1,"[Selvicultura]HAY CORTAS ANTIGUAS",2019-03-04,2000-01-01,2019-03-04,2000-01-01,42,"42.957","42.957.A.1"
"42241",42,958,"A","1",0,"1984","J","0010","2000","","2-1",2019,1,1,2,100,90,1,2,1,1,2,4,1,2,1,1,8,4,NA,NA,1,0,0,0,0,90,NA,8.75,NA,1,1,1,"[Pies Mayores]021 A 379G NO ENTRA POR DM",2019-04-04,2000-01-01,2019-04-04,2000-01-01,42,"42.958","42.958.A.1"
"42242",42,959,"A","1",0,"2000","","2-1","1984","J","0011",2019,1,1,2,100,80,1,1,2,1,2,4,1,2,1,1,6,3,NA,NA,0,0,0,5,0,120,NA,9,NA,1,2,1,"[Pies Mayores]021 A 98G NO ENTRA POR DM.021 A 142G NO ENTRA POR DM.N31 SP COMP.",2019-04-04,2000-01-01,2019-04-04,2000-01-01,42,"42.959","42.959.A.1"
"42243",42,960,"A","1",0,"1984","J","0012","2000","","2-1",2019,1,1,1,90,75,1,1,2,1,2,4,1,2,1,1,5,3,NA,NA,1,0,0,0,0,363,NA,8,NA,1,2,1,"[Matorral]ENCUENTRO CENTRO PARCELA.DEJO UN TROZO DE PLASTICO DENTRO DEL REJON.LAS FOTOGRAFIAS NO CORRESPONDEN CON LA PARCELA.
[Pies Mayores]N6 RUMBO COMP.",2019-04-05,2000-01-01,2019-04-05,2000-01-01,42,"42.960","42.960.A.1"
"42255",42,983,"A","1",0,"2000","","2-3","1984","K","0010",2019,1,1,1,100,90,1,1,1,1,2,4,1,2,1,1,8,3,NA,NA,1,0,0,0,0,58,NA,4,NA,1,1,1,"[Pies Mayores]N1 DMS COMP.N7 FORMA Y DMS COMP.021 A 54G NO ENTRA POR DIST(COM)N8 ALTURA COMP.026 A 94G NO ENTRA POR DM(COMP)N16 ALTURA COMP.N19 DMS COMP.N24 MEDIDO A 1.5MTS.021 A 344G NO ENTRA POR DIST (COMP)",2019-02-28,2000-01-01,2019-02-28,2000-01-01,42,"42.983","42.983.A.1"
"42299",42,1046,"A","1",0,"1984","K","0012","2000","","2-4",2019,1,1,2,95,80,1,1,1,1,3,4,1,2,1,1,5,3,NA,NA,1,0,0,0,0,60,NA,4,NA,2,2,2,"REON LOCALIZADO MEDIANTE ORTOFOTO Y PIES IFN3. SE APRECIAN CORTAS EN LA MASA. MOD. COMBUSTIBLE MIXTO 5/11POR RESTOS SELVICULTURA. FUERA DE 10M HAY GAYUBA Y E.VAGANS.
[Pies Mayores]
026 A 68G Y 9.4M SE VA POR DIAMETRO. PIE 010,013,037 IFN4 CALIDAD Y AGENTE COMPROBADOS. PIE 011 IFN4 RUMBO COMPROBADO. PIE 015 IFN4 FORMA COMPROBADA. 021 A 252G Y 7.4M SE VA POR DIAMETRO.  026 A 362G Y 10.5M SE VA POR DIAMETRO.",2019-05-13,2000-01-01,2019-05-13,2000-01-01,42,"42.1046","42.1046.A.1"
"42468",42,1293,"A","1",0,"1985","L","0011","2000","","4-2",2019,1,1,2,80,80,1,2,1,1,2,4,1,1,1,1,6,6,NA,NA,1,0,0,0,0,280,NA,4,NA,3,2,1,"PARCELA LOCALIZADA POR CROQUIS Y PIES MAYORES IFN3.
SE HAN CORTADO LA MAYORIA DE PIES DEL IFN3.
[Pies Mayores]
A 197G Y 23M HAY UN 26 QUE NO ENTRA POR DIAMETROS.  
PAE COMPROBADO PIE 3 Y 18.",2019-02-28,2000-01-01,2019-02-28,2000-01-01,42,"42.1293","42.1293.A.1"
